1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC03369	rpoZ-spoT-trmH-recG	RDBECOLIOPC01644	rpoZ-spoT-trmH-recG	RDBECOLIGNC00889,RDBECOLIGNC00954,RDBECOLIGNC00955,RDBECOLIGNC00819	rpoZ;spoT;trmH;recG	RDBECOLIPMC00269	rpoZp	3822077		sigma70	RDBECOLITFC00039	DksA	b3649;b3650;b3651;b3652	3822106	3827291		Ecocyc:TU00344 
RDBECOLITUC03370	rpsB-tsf	RDBECOLIOPC00700	rpsB-tsf	RDBECOLIGNC02895,RDBECOLIGNC00891,RDBECOLIGNC01021	tff;rpsB;tsf	RDBECOLIPMC03279	rpsBp	189712	RDBECOLITMC00099	sigma70			b4414;b0169;b0170	189712	191708	191721-191738	Ecocyc:TU00345 
RDBECOLITUC03371	rpsF-priB-rpsR-rplI	RDBECOLIOPC02345	rpsF-priB-rpsR-rplI	RDBECOLIGNC00895,RDBECOLIGNC00754,RDBECOLIGNC00907,RDBECOLIGNC00860	rpsF;priB;rpsR;rplI	RDBECOLIPMC00205	rpsFp	4425025		sigma70	RDBECOLITFC00189	CRP	b4200;b4201;b4202;b4203	4425118	4426557		Ecocyc:TU00346 
RDBECOLITUC03372	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	RDBECOLIOPC01302	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	RDBECOLIGNC00906,RDBECOLIGNC00877,RDBECOLIGNC00867,RDBECOLIGNC00892,RDBECOLIGNC00872,RDBECOLIGNC00908,RDBECOLIGNC00855,RDBECOLIGNC00873,RDBECOLIGNC00857,RDBECOLIGNC00856,RDBECOLIGNC00899	rpsQ;rpmC;rplP;rpsC;rplV;rpsS;rplB;rplW;rplD;rplC;rpsJ	RDBECOLIPMC03657	rpsJp	3453442	RDBECOLITMC00140,RDBECOLITMC00364	sigma70	RDBECOLITFC00039,RDBECOLITFC00128,RDBECOLITFC00098	DksA,FNR,ArcA	b3311;b3312;b3313;b3314;b3315;b3316;b3317;b3318;b3319;b3320;b3321	3453270	3448314	3453298-3453358;3448267-3448285	Ecocyc:TU00347 
RDBECOLITUC03373	rpsLG-fusA-tufA	RDBECOLIOPC02625	rpsLG-fusA-tufA	RDBECOLIGNC01024,RDBECOLIGNC00353,RDBECOLIGNC00896,RDBECOLIGNC00901	tufA;fusA;rpsG;rpsL	RDBECOLIPMC03658	rpsLp	3474621			RDBECOLITFC00039	DksA	b3339;b3340;b3341;b3342	3474552	3470145		Ecocyc:TU00348 
RDBECOLITUC03374	rpsMKD-rpoA-rplQ	RDBECOLIOPC02908	rpsMKD-rpoA-rplQ	RDBECOLIGNC00868,RDBECOLIGNC00883,RDBECOLIGNC00893,RDBECOLIGNC00900,RDBECOLIGNC00902	rplQ;rpoA;rpsD;rpsK;rpsM	RDBECOLIPMC03958	rpsMp2	3442565	RDBECOLITMC00361	sigma70	RDBECOLITFC00039	DksA	b3294;b3295;b3296;b3297;b3298	3442471	3439616	3439581-3439595	Ecocyc:TU00349 
RDBECOLITUC03375	rpsP-rimM-trmD-rplS	RDBECOLIOPC00943	rpsP-rimM-trmD-rplS	RDBECOLIGNC00870,RDBECOLIGNC01011,RDBECOLIGNC01135,RDBECOLIGNC00905	rplS;trmD;rimM;rpsP	RDBECOLIPMC02854	rpsPp	2746254	RDBECOLITMC00231	sigma70	RDBECOLITFC00039,RDBECOLITFC00128	DksA,FNR	b2606;b2607;b2608;b2609	2746185	2744183	2744115-2744169	Ecocyc:TU00351 
RDBECOLITUC03376	rpsU-dnaG-rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00910,RDBECOLIGNC00233,RDBECOLIGNC00886	rpsU;dnaG;rpoD	RDBECOLIPMC03646	rpsUp1	3210646	RDBECOLITMC00356	sigma70			b3065;b3066;b3067	3210781	3214888	3214943-3214962	Ecocyc:TU00352 
RDBECOLITUC03377	ruvAB	RDBECOLIOPC03366	ruvAB	RDBECOLIGNC04713,RDBECOLIGNC04712	ruvB;ruvA	RDBECOLIPMC03611	ruvAp1	1946024	RDBECOLITMC00300,RDBECOLITMC00299		RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA	b1860;b1861	1945976	1944346	1944219-1944248;1944273-1944303	Ecocyc:TU00353 
RDBECOLITUC03378	secE-nusG	RDBECOLIOPC00649	secE-nusG	RDBECOLIGNC00927,RDBECOLIGNC00659	secE;nusG	RDBECOLIPMC03078	secEp	4177177	RDBECOLITMC00039				b3981;b3982	4177358	4178288	4178328-4178356	Ecocyc:TU00354 
RDBECOLITUC03379	selAB	RDBECOLIOPC02405	selAB	RDBECOLIGNC00930,RDBECOLIGNC00929	selB;selA	RDBECOLIPMC00346	selAp	3761297					b3590;b3591	3761249	3758017		Ecocyc:TU00355 
RDBECOLITUC03380	ydjA-selD-topB	RDBECOLIOPC02930	ydjA-selD-topB	RDBECOLIGNC01002,RDBECOLIGNC01117,RDBECOLIGNC00931	topB;ydjA;selD	RDBECOLIPMC00347	ydjAp	1848700	RDBECOLITMC00104				b1763;b1765;b1764	1848676	1844999	1844932-1844954	Ecocyc:TU00356 
RDBECOLITUC03381	serC-aroA	RDBECOLIOPC03150	serC-aroA	RDBECOLIGNC00934,RDBECOLIGNC00069	serC;aroA	RDBECOLIPMC04028	serCp1	957595		sigma70	RDBECOLITFC00014,RDBECOLITFC00189	Lrp,CRP	b0907;b0908	957653	960095		Ecocyc:TU00357 
RDBECOLITUC03382	sfsA-dksA	RDBECOLIOPC02737	sfsA-dksA	RDBECOLIGNC00224,RDBECOLIGNC00937	dksA;sfsA	RDBECOLIPMC00585	sfsAp	161515		sigma70	RDBECOLITFC00189	CRP	b0145;b0146	161486	160149		Ecocyc:TU00358 
RDBECOLITUC03383	yacC-speED	RDBECOLIOPC03409	yacC-speED	RDBECOLIGNC01076,RDBECOLIGNC00950,RDBECOLIGNC00951	yacC;speD;speE	RDBECOLIPMC02852	yacCp	136940	RDBECOLITMC00025	sigma70			b0122;b0120;b0121	136917	134788	134756-134783	Ecocyc:TU00359 
RDBECOLITUC03384	speF-potE	RDBECOLIOPC00100	speF-potE	RDBECOLIGNC02851,RDBECOLIGNC00743,RDBECOLIGNC00952	speFL;potE;speF						RDBECOLITFC00040	OmpR	b4803;b0692;b0693	720822	716946		Ecocyc:TU00360 
RDBECOLITUC03385	sspAB	RDBECOLIOPC01629	sspAB	RDBECOLIGNC00966,RDBECOLIGNC00965	sspB;sspA	RDBECOLIPMC03845	sspAp	3377569	RDBECOLITMC00060				b3228;b3229	3377420	3376279	3376249-3376277	Ecocyc:TU00361 
RDBECOLITUC03386	surA-pdxA-rsmA-apaGH	RDBECOLIOPC03579	surA-pdxA-rsmA-apaGH	RDBECOLIGNC00044,RDBECOLIGNC00043,RDBECOLIGNC00515,RDBECOLIGNC00683,RDBECOLIGNC00973	apaH;apaG;rsmA;pdxA;surA	RDBECOLIPMC03915	surAp			sigma24			b0049;b0050;b0051;b0052;b0053	54702	50380		Ecocyc:TU00362 
RDBECOLITUC03387	umpG-pcm	RDBECOLIOPC02327	umpG-pcm	RDBECOLIGNC00681,RDBECOLIGNC01747	pcm;umpG	RDBECOLIPMC03115	surEp2	2870686		sigma70			b2743;b2744	2870274	2868893		Ecocyc:TU00363 
RDBECOLITUC03388	tehAB	RDBECOLIOPC01287	tehAB	RDBECOLIGNC01810,RDBECOLIGNC01811	tehA;tehB	RDBECOLIPMC00040	tehAp	1500536			RDBECOLITFC00038,RDBECOLITFC00038	NsrR,NsrR	b1429;b1430	1500573	1502155		Ecocyc:TU00364 
RDBECOLITUC03389	thiCEFSGH	RDBECOLIOPC00412	thiCEFSGH	RDBECOLIGNC02951,RDBECOLIGNC01538,RDBECOLIGNC01537,RDBECOLIGNC01536,RDBECOLIGNC01535,RDBECOLIGNC01534	thiS;thiH;thiG;thiF;thiE;thiC	RDBECOLIPMC02614	thiCp	4196281					b4407;b3990;b3991;b3992;b3993;b3994	4196099	4190735		Ecocyc:TU00365 
RDBECOLITUC03390	thrS-infC	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00498,RDBECOLIGNC00989	infC;thrS	RDBECOLIPMC02963	thrSp	1802733	RDBECOLITMC00203		RDBECOLITFC00038,RDBECOLITFC00039	NsrR,DksA	b1718;b1719	1802570	1800096	1800035-1800091	Ecocyc:TU00366 
RDBECOLITUC03391	ybgC-tolQRA	RDBECOLIOPC00932	ybgC-tolQRA	RDBECOLIGNC01095,RDBECOLIGNC00998,RDBECOLIGNC00999,RDBECOLIGNC00995	ybgC;tolQ;tolR;tolA								b0736;b0737;b0738;b0739	774752	777607		Ecocyc:TU00367 
RDBECOLITUC03392	ttdABT	RDBECOLIOPC00141	ttdABT	RDBECOLIGNC02251,RDBECOLIGNC01150,RDBECOLIGNC01151	ttdT;ttdA;ttdB	RDBECOLIPMC00358	ttdAp	3206424		sigma70	RDBECOLITFC00003,RDBECOLITFC00003,RDBECOLITFC00003,RDBECOLITFC00003,RDBECOLITFC00003	Dan,Dan,Dan,Dan,Dan	b3063;b3061;b3062	3206463	3209487		Ecocyc:TU00368 
RDBECOLITUC03393	ubiCA	RDBECOLIOPC01565	ubiCA	RDBECOLIGNC01336,RDBECOLIGNC01337	ubiC;ubiA	RDBECOLIPMC02811	ubiCp	4252443		sigma70	RDBECOLITFC00098,RDBECOLITFC00009,RDBECOLITFC00211,RDBECOLITFC00128	ArcA,NarL,IHF,FNR	b4039;b4040	4252506	4253888		Ecocyc:TU00369 
RDBECOLITUC03394	udk-dcd	RDBECOLIOPC02080	udk-dcd	RDBECOLIGNC01382,RDBECOLIGNC01642	dcd;udk						RDBECOLITFC00058	RbsR	b2065;b2066	2142948	2141634		Ecocyc:TU00370 
RDBECOLITUC03395	uhpABC	RDBECOLIOPC03544	ivbL-ilvBN-uhpABC	RDBECOLIGNC01041,RDBECOLIGNC01040,RDBECOLIGNC01039	uhpC;uhpB;uhpA								b3667;b3668;b3669	3850726	3847305		Ecocyc:TU00371 
RDBECOLITUC03396	uxaB	RDBECOLIOPC01571	uxaB	RDBECOLIGNC01053	uxaB								b1521	1610680	1609229		Ecocyc:TU00372 
RDBECOLITUC03397	xseB-ispA-dxs-yajO	RDBECOLIOPC01372	xseB-ispA-dxs-yajO	RDBECOLIGNC03120,RDBECOLIGNC03121,RDBECOLIGNC00500,RDBECOLIGNC01085	yajO;dxs;ispA;xseB	RDBECOLIPMC00444	xseBp	441373		sigma70			b0419;b0420;b0421;b0422	441343	437161		Ecocyc:TU00373 
RDBECOLITUC03398	xylFGHR	RDBECOLIOPC01971	xylFGHR	RDBECOLIGNC02443,RDBECOLIGNC02151,RDBECOLIGNC02152,RDBECOLIGNC02444	xylF;xylG;xylH;xylR	RDBECOLIPMC04018	xylFp	3731069			RDBECOLITFC00189,RDBECOLITFC00090,RDBECOLITFC00090,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	CRP,XylR,XylR,Fis,Fis,Fis	b3566;b3567;b3568;b3569	3731131	3736157		Ecocyc:TU00374 
RDBECOLITUC03399	dsdA	RDBECOLIOPC03580	dsdXA	RDBECOLIGNC00243	dsdA	RDBECOLIPMC03467	dsdAp	2479121		sigma70	RDBECOLITFC00189,RDBECOLITFC00222	CRP,DsdC	b2366	2479202	2480530		Ecocyc:TU00375 
RDBECOLITUC03400	focA-pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692,RDBECOLIGNC01232	pflB;focA	RDBECOLIPMC03578	focAp1	954493	RDBECOLITMC00350	sigma70	RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00128,RDBECOLITFC00211,RDBECOLITFC00189,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00098,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009	ArcA,ArcA,FNR,IHF,CRP,NarL,NarL,NarL,NarL,NarL,NarL,NarL,NarL,ArcA,NarL,NarL,NarL	b0903;b0904	954466	951272	951207-951266	Ecocyc:TU00377 
RDBECOLITUC03401	focA-pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692,RDBECOLIGNC01232	pflB;focA	RDBECOLIPMC03724	focAp2	954503	RDBECOLITMC00350	sigma70	RDBECOLITFC00170,RDBECOLITFC00098	CpxR,ArcA	b0903;b0904	954466	951272	951207-951266	Ecocyc:TU00378 
RDBECOLITUC03402	focA-pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692,RDBECOLIGNC01232	pflB;focA	RDBECOLIPMC03579	focAp3	954814	RDBECOLITMC00350	sigma70	RDBECOLITFC00128,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009	FNR,NarL,NarL,NarL,NarL,NarL,NarL,NarL,NarL,NarL,NarL,NarL	b0903;b0904	954466	951272	951207-951266	Ecocyc:TU00379 
RDBECOLITUC03403	pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692	pflB	RDBECOLIPMC03725	pflBp1	953579	RDBECOLITMC00350		RDBECOLITFC00053	Fis	b0903	953554	951272	951207-951266	Ecocyc:TU00380 
RDBECOLITUC03404	pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692	pflB	RDBECOLIPMC03726	pflBp2	953641	RDBECOLITMC00350				b0903	953554	951272	951207-951266	Ecocyc:TU00381 
RDBECOLITUC03405	pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692	pflB	RDBECOLIPMC03727	pflBp3	953741	RDBECOLITMC00350				b0903	953554	951272	951207-951266	Ecocyc:TU00382 
RDBECOLITUC03406	pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692	pflB	RDBECOLIPMC03728	pflBp4	953851	RDBECOLITMC00350				b0903	953554	951272	951207-951266	Ecocyc:TU00383 
RDBECOLITUC03407	pflB	RDBECOLIOPC03576	focA-pflB	RDBECOLIGNC00692	pflB	RDBECOLIPMC03729	pflBp5	953925	RDBECOLITMC00350				b0903	953554	951272	951207-951266	Ecocyc:TU00384 
RDBECOLITUC03408	ackA	RDBECOLIOPC01605	ackA-pta	RDBECOLIGNC00024	ackA	RDBECOLIPMC03731	ackAp	2413459		sigma32	RDBECOLITFC00135,RDBECOLITFC00128,RDBECOLITFC00098	Nac,FNR,ArcA	b2296	2413470	2414672		Ecocyc:TU00385 
RDBECOLITUC03409	bolA	RDBECOLIOPC01898	bolA	RDBECOLIGNC00121	bolA	RDBECOLIPMC03734	bolAp1	454434	RDBECOLITMC00008	sigma70	RDBECOLITFC00040,RDBECOLITFC00020	OmpR,H-NS	b0435	454472	454789	454844-454865	Ecocyc:TU00386 
RDBECOLITUC03410	cbpAM	RDBECOLIOPC03597	cbpA-cbpM	RDBECOLIGNC02078,RDBECOLIGNC02077	cbpM;cbpA	RDBECOLIPMC03737	cbpAp1	1063833		sigma70			b0999;b1000	1063775	1062550		Ecocyc:TU00387 
RDBECOLITUC03411	osmB	RDBECOLIOPC02368	osmB	RDBECOLIGNC00671	osmB	RDBECOLIPMC03738	osmBp1	1343476		sigma38	RDBECOLITFC00042	RcsB	b1283	1343328	1343110		Ecocyc:TU00388 
RDBECOLITUC03412	osmB	RDBECOLIOPC02368	osmB	RDBECOLIGNC00671	osmB	RDBECOLIPMC03739	osmBp2	1343369		sigma70			b1283	1343328	1343110		Ecocyc:TU00389 
RDBECOLITUC03413	csgBAC	RDBECOLIOPC02941	csgBAC	RDBECOLIGNC03413,RDBECOLIGNC03412,RDBECOLIGNC01444	csgC;csgB;csgA	RDBECOLIPMC03742	csgBp	1103859		sigma70	RDBECOLITFC00018,RDBECOLITFC00018,RDBECOLITFC00018,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00013,RDBECOLITFC00169,RDBECOLITFC00018,RDBECOLITFC00170	CsgD,CsgD,CsgD,CpxR,CpxR,FliZ,BtsR,CsgD,CpxR	b1043;b1041;b1042	1103951	1105293		Ecocyc:TU00390 
RDBECOLITUC03414	otsA	RDBECOLIOPC02985	otsBA	RDBECOLIGNC01687	otsA	RDBECOLIPMC03741	otsAp	1981651	RDBECOLITMC00106	sigma38			b1896	1981612	1980188	1980096-1980126	Ecocyc:TU00391 
RDBECOLITUC03415	csgDEFG	RDBECOLIOPC02780	csgDEFG	RDBECOLIGNC03408,RDBECOLIGNC03409,RDBECOLIGNC03410,RDBECOLIGNC03411	csgG;csgF;csgE;csgD	RDBECOLIPMC03743	csgDp1	1103344		sigma70	RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00029,RDBECOLITFC00018,RDBECOLITFC00018,RDBECOLITFC00018,RDBECOLITFC00057,RDBECOLITFC00057,RDBECOLITFC00057,RDBECOLITFC00057,RDBECOLITFC00013,RDBECOLITFC00196,RDBECOLITFC00048,RDBECOLITFC00016,RDBECOLITFC00020,RDBECOLITFC00169,RDBECOLITFC00169,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00018,RDBECOLITFC00040,RDBECOLITFC00117,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00167	CpxR,CpxR,CpxR,CpxR,CpxR,CpxR,CpxR,CpxR,CpxR,IHF,IHF,MlrA,CsgD,CsgD,CsgD,Cra,Cra,Cra,Cra,FliZ,BasR,RcdA,MqsA,H-NS,BtsR,BtsR,CRP,CRP,CsgD,OmpR,RcsAB,CpxR,CpxR,CpxR,CpxR,CpxR,RstA	b1037;b1038;b1039;b1040	1103196	1100851		Ecocyc:TU00392 
RDBECOLITUC03416	stpA	RDBECOLIOPC02666	stpA	RDBECOLIGNC01506	stpA	RDBECOLIPMC03744	stpAp1	2798536		sigma70	RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00020,RDBECOLITFC00066	Lrp,Lrp,Lrp,H-NS,StpA	b2669	2798495	2798091		Ecocyc:TU00393 
RDBECOLITUC03417	stpA	RDBECOLIOPC02666	stpA	RDBECOLIGNC01506	stpA	RDBECOLIPMC03745	stpAp2	2798556		sigma70			b2669	2798495	2798091		Ecocyc:TU00394 
RDBECOLITUC03418	stpA	RDBECOLIOPC02666	stpA	RDBECOLIGNC01506	stpA	RDBECOLIPMC03746	stpAp3	2798578					b2669	2798495	2798091		Ecocyc:TU00395 
RDBECOLITUC03419	treA	RDBECOLIOPC02290	treA	RDBECOLIGNC01005	treA	RDBECOLIPMC03590	treAp	1247425		sigma38			b1197	1247376	1245679		Ecocyc:TU00396 
RDBECOLITUC03420	treR	RDBECOLIOPC03430	treR	RDBECOLIGNC02085	treR	RDBECOLIPMC03748	treRp1	4467271	RDBECOLITMC00249	sigma70			b4241	4467246	4466299	4466284-4466298	Ecocyc:TU00397 
RDBECOLITUC03421	osmE	RDBECOLIOPC03192	osmE	RDBECOLIGNC00040	osmE	RDBECOLIPMC03750	osmEp	1822283	RDBECOLITMC00348	sigma70	RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00211	Fis,Fis,Fis,IHF	b1739	1822256	1821918	1821865-1821886	Ecocyc:TU00398 
RDBECOLITUC03422	yjaZ	RDBECOLIOPC01893	yjaZ	RDBECOLIGNC01392	yjaZ	RDBECOLIPMC03759	yjaZp	4189753	RDBECOLITMC00059	sigma32			b3989	4189786	4190325	4190328-4190349	Ecocyc:TU00399 
RDBECOLITUC03423	htpX	RDBECOLIOPC00908	htpX	RDBECOLIGNC00455	htpX	RDBECOLIPMC03606	htpXp	1912618	RDBECOLITMC00347	sigma32			b1829	1912576	1911695	1911652-1911679	Ecocyc:TU00400 
RDBECOLITUC03424	htpG	RDBECOLIOPC01534	htpG	RDBECOLIGNC00454	htpG	RDBECOLIPMC03566	htpGp1	495075	RDBECOLITMC00346	sigma32	RDBECOLITFC00180	AscG	b0473	495120	496994	496998-497029	Ecocyc:TU00401 
RDBECOLITUC03425	htpG	RDBECOLIOPC01534	htpG	RDBECOLIGNC00454	htpG	RDBECOLIPMC03567	htpGp2	495084	RDBECOLITMC00346	sigma32			b0473	495120	496994	496998-497029	Ecocyc:TU00402 
RDBECOLITUC03426	yadV-htrE	RDBECOLIOPC02348	yadV-htrE	RDBECOLIGNC01894,RDBECOLIGNC01895	htrE;yadV	RDBECOLIPMC03761	yadVp2	156224		sigma38	RDBECOLITFC00211	IHF	b0139;b0140	156201	152829		Ecocyc:TU00403 
RDBECOLITUC03427	yadV-htrE	RDBECOLIOPC02348	yadV-htrE	RDBECOLIGNC01894,RDBECOLIGNC01895	htrE;yadV	RDBECOLIPMC03762	yadVp3	156214		sigma70	RDBECOLITFC00211	IHF	b0139;b0140	156201	152829		Ecocyc:TU00404 
RDBECOLITUC03428	htgA	RDBECOLIOPC02613	htgA	RDBECOLIGNC01464	mbiA	RDBECOLIPMC03763	htgAp1	10644		sigma32			b0012	10830	11315		Ecocyc:TU00405 
RDBECOLITUC03429	htgA	RDBECOLIOPC02613	htgA	RDBECOLIGNC01464	mbiA	RDBECOLIPMC03764	htgAp2	10643					b0012	10830	11315		Ecocyc:TU00406 
RDBECOLITUC03430	ibpAB	RDBECOLIOPC01937	ibpAB	RDBECOLIGNC01488,RDBECOLIGNC01487	ibpB;ibpA	RDBECOLIPMC03719	ibpAp	3867518		sigma32			b3686;b3687	3867422	3866469		Ecocyc:TU00407 
RDBECOLITUC03431	mngR	RDBECOLIOPC00946	mngR	RDBECOLIGNC01094	mngR	RDBECOLIPMC03765	mngRp	765926	RDBECOLITMC00210	sigma70	RDBECOLITFC00060,RDBECOLITFC00060	MngR,MngR	b0730	765875	765153	765104-765158	Ecocyc:TU00408 
RDBECOLITUC03432	fimB	RDBECOLIOPC02271	fimB	RDBECOLIGNC00303	fimB	RDBECOLIPMC03766	fimBp1	4540809		sigma70	RDBECOLITFC00020	H-NS	b4312	4540957	4541559		Ecocyc:TU00409 
RDBECOLITUC03433	fimB	RDBECOLIOPC02271	fimB	RDBECOLIGNC00303	fimB	RDBECOLIPMC03767	fimBp2	4540667			RDBECOLITFC00196,RDBECOLITFC00039,RDBECOLITFC00039,RDBECOLITFC00020,RDBECOLITFC00027,RDBECOLITFC00027,RDBECOLITFC00154,RDBECOLITFC00154,RDBECOLITFC00154,RDBECOLITFC00211	BasR,DksA,DksA,H-NS,NagC,NagC,NanR,NanR,NanR,IHF	b4312	4540957	4541559		Ecocyc:TU00410 
RDBECOLITUC03434	grpE	RDBECOLIOPC00653	grpE	RDBECOLIGNC00409	grpE	RDBECOLIPMC03635	grpEp	2750747		sigma32	RDBECOLITFC00189	CRP	b2614	2750708	2750115		Ecocyc:TU00411 
RDBECOLITUC03435	fimB	RDBECOLIOPC02271	fimB	RDBECOLIGNC00303	fimB	RDBECOLIPMC03768	fimBp3						b4312	4540957	4541559		Ecocyc:TU00412 
RDBECOLITUC03436	rlmE-ftsH	RDBECOLIOPC02414	rlmE-ftsH	RDBECOLIGNC01461,RDBECOLIGNC01462	ftsH;rlmE	RDBECOLIPMC03654	rlmEp2	3327731	RDBECOLITMC00343	sigma32			b3178;b3179	3327664	3325001	3324942-3324969	Ecocyc:TU00414 
RDBECOLITUC03437	fliAZY	RDBECOLIOPC02656	fliAZY	RDBECOLIGNC03888,RDBECOLIGNC01324,RDBECOLIGNC01323	tcyJ;fliZ;fliA	RDBECOLIPMC03770	fliAp1	2001819	RDBECOLITMC00325	sigma70	RDBECOLITFC00038,RDBECOLITFC00038,RDBECOLITFC00115,RDBECOLITFC00018,RDBECOLITFC00103,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00052,RDBECOLITFC00020	NsrR,NsrR,MatA,CsgD,SutR,IHF,IHF,FlhDC,H-NS	b1920;b1921;b1922	2001789	1999585	1999541-1999571	Ecocyc:TU00415 
RDBECOLITUC03438	gltA	RDBECOLIOPC03119	gltA	RDBECOLIGNC00395	gltA	RDBECOLIPMC03574	gltAp2	754670	RDBECOLITMC00170				b0720	754468	753185	753126-753163	Ecocyc:TU00416 
RDBECOLITUC03439	dnaKJ	RDBECOLIOPC03258	tpke11	RDBECOLIGNC02893,RDBECOLIGNC00235,RDBECOLIGNC00234	tpke11;dnaK;dnaJ	RDBECOLIPMC03543	dnaKp2	12123		sigma32			b0014;b0015	12163	15298		Ecocyc:TU00417 
RDBECOLITUC03440	dnaKJ	RDBECOLIOPC03258	tpke11	RDBECOLIGNC02893,RDBECOLIGNC00235,RDBECOLIGNC00234	tpke11;dnaK;dnaJ	RDBECOLIPMC03773	dnaKp3	12144		sigma32			b0014;b0015	12163	15298		Ecocyc:TU00418 
RDBECOLITUC03441	clpPX	RDBECOLIOPC03153	clpX-lon	RDBECOLIGNC00154,RDBECOLIGNC00155	clpP;clpX	RDBECOLIPMC03776	clpPp2	456646	RDBECOLITMC00342				b0437;b0438	456677	458700	458731-458755	Ecocyc:TU00419 
RDBECOLITUC03442	glgS	RDBECOLIOPC00598	glgS	RDBECOLIGNC01348	glgS	RDBECOLIPMC03775	glgSp2	3192002	RDBECOLITMC00045	sigma38			b3049	3191939	3191739	3191716-3191735	Ecocyc:TU00420 
RDBECOLITUC03443	clpB	RDBECOLIOPC02447	clpB	RDBECOLIGNC00153	clpB	RDBECOLIPMC03633	clpBp	2734205	RDBECOLITMC00202	sigma70			b2592	2734173	2731600	2731557-2731611	Ecocyc:TU00421 
RDBECOLITUC03444	hscBA-fdx-iscX	RDBECOLIOPC01196	hscBA-fdx-iscX	RDBECOLIGNC02183,RDBECOLIGNC01298,RDBECOLIGNC02027,RDBECOLIGNC02028	iscX;fdx;hscA;hscB	RDBECOLIPMC03779	hscBp	2659524	RDBECOLITMC00097	sigma70			b2524;b2525;b2526;b2527	2659467	2656536	2656506-2656530	Ecocyc:TU00423 
RDBECOLITUC03445	hypBCDE	RDBECOLIOPC03176	hypABCDE-fhlA	RDBECOLIGNC00477,RDBECOLIGNC00478,RDBECOLIGNC00479,RDBECOLIGNC00480	hypB;hypC;hypD;hypE	RDBECOLIPMC03780	hypBp	2850839	RDBECOLITMC00341		RDBECOLITFC00128,RDBECOLITFC00128	FNR,FNR	b2727;b2728;b2729;b2730	2851001	2854264	2854304-2854321	Ecocyc:TU00424 
RDBECOLITUC03446	icd	RDBECOLIOPC01922	icd	RDBECOLIGNC00482	icd	RDBECOLIPMC03781	icdAp2	1194961		sigma70	RDBECOLITFC00057	Cra	b1136	1195123	1196373		Ecocyc:TU00425 
RDBECOLITUC03447	rpoH	RDBECOLIOPC02770	rpoH	RDBECOLIGNC00887	rpoH	RDBECOLIPMC03777	rpoHp1	3601003	RDBECOLITMC00344	sigma70	RDBECOLITFC00170	CpxR	b3461	3600783	3599929	3599887-3599907	Ecocyc:TU00426 
