# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC02382	lpxL	1115662	1116582	reverse	1	lpxL	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02383	poxB-ltaE-ybjT	906852	913814	reverse	5	hcp;hcr;poxB;ltaE;ybjT	[COMP-AINF:W][EXP-IMP-POLAR-MUTATION:S][EXP-IEP-COREGULATION:W][IC:W][EXP-IEP:W]	W 
RDBECOLIOPC02384	rsgA	4390457	4391509	reverse	1	rsgA	[COMP-AINF:W]	W 
RDBECOLIOPC02387	pfkB	1806370	1807299	forward	1	pfkB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02389	pgpC-tadA	2697354	2698550	reverse	2	pgpC;tadA	[COMP-AINF:W]	W 
RDBECOLIOPC02390	menA-rraA	4118845	4120349	reverse	2	menA;rraA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC:W]	W 
RDBECOLIOPC02391	dld	2222185	2223900	forward	1	dld	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02392	yihLM	4060447	4062145	forward	2	yihL;yihM	[COMP-AINF:W]	W 
RDBECOLIOPC02394	yafJ	244327	245094	forward	1	yafJ	[COMP-AINF:W]	W 
RDBECOLIOPC02397	ybbN	517425	518279	reverse	1	cnoX		 
RDBECOLIOPC02399	ygcS	2896533	2897870	reverse	1	ygcS	[COMP-AINF:W]	W 
RDBECOLIOPC02400	queA	425011	426081	forward	1	queA		 
RDBECOLIOPC02401	ligB	3819488	3821170	reverse	1	ligB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02403	yjdP	4313868	4314197	forward	1	yjdP	[COMP-AINF:W]	W 
RDBECOLIOPC02404	hrpA	1483061	1486963	forward	1	hrpA	[COMP-AINF:W]	W 
RDBECOLIOPC02405	selAB	3758017	3761249	reverse	2	selA;selB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02406	gatR_2	2169693	2171727	reverse	1	gatR		 
RDBECOLIOPC02407	hemB	388753	389727	reverse	1	hemB	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02408	yfgJ	2635599	2635814	reverse	1	yfgJ	[COMP-AINF:W]	W 
RDBECOLIOPC02410	ade	3843964	3845730	forward	1	adeD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02412	yigI	4004230	4004697	reverse	1	yigI	[COMP-AINF:W]	W 
RDBECOLIOPC02413	ydfZ	1629215	1629418	forward	1	ydfZ	[COMP-AINF:W]	W 
RDBECOLIOPC02414	rlmE-ftsH	3325001	3327664	reverse	2	rlmE;ftsH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02415	ygcG	2905711	2906583	forward	1	ygcG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02416	cvpA-purF-ubiX	2428057	2430763	reverse	3	cvpA;purF;ubiX	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02417	ygaZH	2809617	2810679	forward	2	ygaZ;ygaH	[COMP-AINF:W]	W 
RDBECOLIOPC02418	torR	1057262	1057954	reverse	1	torR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02419	insH-1	274101	275081	reverse	1	insH1	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02421	yjbI	4250703	4252283	forward	1	yjbI	[COMP-AINF:W]	W 
RDBECOLIOPC02422	trkG	1423782	1425239	forward	1	trkG	[COMP-AINF:W]	W 
RDBECOLIOPC02426	yffQR	2563592	2564372	forward	2	yffQ;yffR	[COMP-AINF:W]	W 
RDBECOLIOPC02427	trg	1492470	1494110	forward	1	trg	[IC:W]	W 
RDBECOLIOPC02428	ygeV	3004008	3005786	reverse	1	ygeV	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02429	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	3423423	3428762	reverse	7	rrsD;ileU;alaU;rrlD;rrfD;thrV;rrfF	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02430	bglH-yieLK	3898671	3902220	reverse	3	bglH;yieL;yieK	[COMP-AINF:W]	W 
RDBECOLIOPC02431	ydeTSR	1587793	1590001	reverse	3	ydeT;ydeS;ydeR	[COMP-AINF:W]	W 
RDBECOLIOPC02432	ppdD-hofBC	114522	117549	reverse	3	ppdD;hofB;hofC	[COMP-AINF:W]	W 
RDBECOLIOPC02435	yfjR-ypjK-yfjS-yfjT	2769703	2771615	forward	4	yfjR;ypjK;yfjS;yfjT	[COMP-AINF:W]	W 
RDBECOLIOPC02436	pspABCDE	1368079	1370003	forward	5	pspA;pspB;pspC;pspD;pspE	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02437	nudE	3525589	3526149	reverse	1	nudE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02439	ptsA-fsaB-gldA	4137932	4142221	reverse	3	ptsA;fsaB;gldA	[COMP-AINF:W]	W 
RDBECOLIOPC02443	yagN	295139	295579	reverse	1	yagN	[COMP-AINF:W]	W 
RDBECOLIOPC02444	allS	531295	532221	reverse	1	allS	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02445	acnB	131615	134212	forward	1	acnB	[IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02446	fryBC-ypdFE-fryA	2501990	2508242	reverse	5	fryB;fryC;ypdF;ypdE;fryA	[COMP-AINF:W]	W 
RDBECOLIOPC02447	clpB	2731600	2734173	reverse	1	clpB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02448	yfbN	2387710	2388426	reverse	1	yfbN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02449	rhsE-ydcD	1527890	1530404	forward	2	rhsE;ydcD	[COMP-AINF:W]	W 
RDBECOLIOPC02450	adeQ	3842455	3843789	reverse	1	adeQ	[COMP-AINF:W]	W 
RDBECOLIOPC02451	nudB-yebC-ruvC	1946855	1948632	reverse	3	nudB;yebC;ruvC	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02452	mokC-hokC	16751	16960	reverse	2	mokC;hokC	[COMP-AINF:W]	W 
RDBECOLIOPC02453	raiAZ	2737154	2737542	forward	2	raiA;raiZ	[COMP-AINF:W]	W 
RDBECOLIOPC02454	mdtABCD-baeSR	2154016	2164998	forward	6	mdtA;mdtB;mdtC;mdtD;baeS;baeR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02455	feaB	1447519	1449018	forward	1	feaB	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02457	yihXY-dtd-fabY	4075553	4078438	forward	4	yihX;yihY;dtd;fabY	[COMP-AINF:W]	W 
RDBECOLIOPC02459	ykfJ-prfH	253467	254202	forward	2	ykfJ;prfH	[COMP-AINF:W]	W 
RDBECOLIOPC02461	yciK-btuR	1327767	1329112	reverse	2	yciK;btuR	[COMP-AINF:W]	W 
RDBECOLIOPC02462	phnCDEEFGHIJKLMNOP	4314344	4325165	reverse	14	phnC;phnD;phnE1;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP		 
RDBECOLIOPC02463	smf	3432436	3433560	reverse	1	smf	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-HINF:W]	W 
RDBECOLIOPC02465	yfdF	2463012	2464070	forward	1	yfdF	[COMP-AINF:W]	W 
RDBECOLIOPC02466	opgD	1496856	1498511	forward	1	opgD	[COMP-AINF:W]	W 
RDBECOLIOPC02467	yecF	1995818	1996042	forward	1	yecF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02469	suhB	2663442	2664245	forward	1	suhB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02471	chaA	1270749	1271849	reverse	1	chaA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02473	tatABC	4021945	4024336	forward	4	tatA;tatB;tatC;tatD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02474	yiaKLMNO-lyx-sgbHUE	3742733	3750781	forward	9	yiaK;yiaL;yiaM;yiaN;yiaO;lyxK;sgbH;sgbU;sgbE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02475	gmhB	222833	223408	forward	1	gmhB	[COMP-AINF:W]	W 
RDBECOLIOPC02476	xthA	1832428	1833234	forward	1	xthA	[COMP-AINF:W]	W 
RDBECOLIOPC02478	dauA	1259124	1260803	reverse	1	dauA	[COMP-AINF:W]	W 
RDBECOLIOPC02480	nagE	703944	705890	forward	1	nagE	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02481	cdd	2231844	2232728	forward	1	cdd	[COMP-AINF:W]	W 
RDBECOLIOPC02484	hslJ	1441321	1441743	reverse	1	hslJ	[COMP-AINF:W]	W 
RDBECOLIOPC02485	yfbP	2389116	2389964	forward	1	yfbP	[COMP-AINF:W]	W 
RDBECOLIOPC02486	rpsT	20815	21078	reverse	1	rpsT	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02487	ydaL	1405979	1406542	forward	1	smrA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02488	aegA	2583546	2585525	reverse	1	aegA	[COMP-AINF:W]	W 
RDBECOLIOPC02489	ysaB	3725413	3725712	reverse	1	ysaB	[COMP-AINF:W]	W 
RDBECOLIOPC02490	ttdR	3205324	3206256	reverse	1	ttdR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02492	gpp	3962745	3964229	reverse	1	gpp	[COMP-AINF:W]	W 
RDBECOLIOPC02493	rhaT	4099491	4100525	reverse	1	rhaT	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02495	argT-hisJQMP	2423736	2427791	reverse	5	argT;hisJ;hisQ;hisM;hisP	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02496	fdoGHI-fdhE	4080299	4085822	reverse	4	fdoG;fdoH;fdoI;fdhE		 
RDBECOLIOPC02497	rnc-era-recO-pdxJ-acpS	2700618	2704063	reverse	5	rnc;era;recO;pdxJ;acpS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02498	cysJIH	2887578	2891898	reverse	3	cysJ;cysI;cysH		 
RDBECOLIOPC02499	bluR	1213328	1214059	reverse	1	bluR	[COMP-AINF:W]	W 
RDBECOLIOPC02500	zraSR	4201926	4204645	forward	2	zraS;zraR	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02503	cstA	629894	631999	forward	1	cstA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02504	ttcA	1411013	1411948	reverse	1	ttcA	[COMP-AINF:W]	W 
RDBECOLIOPC02505	atoSC	2320043	2323251	forward	2	atoS;atoC	[COMP-AINF:W]	W 
RDBECOLIOPC02507	yccR	1021138	1021767	forward	1	sxy	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02509	hdeAB-yhiD	3655255	3656740	reverse	3	hdeA;hdeB;yhiD	[COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02510	yfiC	2712027	2712764	reverse	1	yfiC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02511	bglA	3043662	3045101	forward	1	bglA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02512	yihG	4045670	4046602	reverse	1	yihG		 
RDBECOLIOPC02513	glyA	2684254	2685507	reverse	1	glyA		 
RDBECOLIOPC02514	yabI	71351	72115	forward	1	yabI	[COMP-AINF:W]	W 
RDBECOLIOPC02516	cobUST	2063388	2065764	reverse	3	cobU;cobS;cobT	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02519	lolCDE	1175427	1178564	forward	3	lolC;lolD;lolE	[COMP-AINF:W]	W 
RDBECOLIOPC02520	xylAB	3727917	3730765	reverse	2	xylA;xylB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02521	sixA	2456327	2456812	reverse	1	sixA	[COMP-AINF:W]	W 
RDBECOLIOPC02522	alsRBACE	4307783	4312991	reverse	5	alsR;alsB;alsA;alsC;alsE	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02524	ymjA	1357423	1357668	reverse	1	ymjA	[COMP-AINF:W]	W 
RDBECOLIOPC02526	galU	1291457	1292365	forward	1	galU	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02527	psuKG	2257429	2259296	reverse	2	psuK;psuG	[COMP-AINF:W]	W 
RDBECOLIOPC02528	ypdJ	2476094	2476234	forward	1	ypdJ	[COMP-AINF:W]	W 
RDBECOLIOPC02529	yrdA	3429236	3429790	forward	1	yrdA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02530	yegI	2149039	2150985	reverse	1	yegI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02531	yhhN	3605751	3606377	forward	1	yhhN	[COMP-AINF:W]	W 
RDBECOLIOPC02532	gmk	3821428	3822051	forward	1	gmk	[COMP-AINF:W]	W 
RDBECOLIOPC02533	fliFGHIJK	2013229	2019513	forward	6	fliF;fliG;fliH;fliI;fliJ;fliK		 
RDBECOLIOPC02534	yjtD	4640942	4641628	forward	1	yjtD	[COMP-AINF:W]	W 
RDBECOLIOPC02537	aspU	228928	229004	forward	1	aspU	[COMP-HINF:W]	W 
RDBECOLIOPC02538	nrdR-ribDE-nusB-thiL-pgpA	433002	437107	forward	6	nrdR;ribD;ribE;nusB;thiL;pgpA	[EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02540	hlyE	1229483	1230394	reverse	1	hlyE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02541	yceK	1113579	1113806	forward	1	yceK	[COMP-AINF:W]	W 
RDBECOLIOPC02542	yciA	1311848	1312246	reverse	1	yciA	[COMP-AINF:W]	W 
RDBECOLIOPC02544	aroL-yaiA-aroM	406405	408105	forward	3	aroL;yaiA;aroM	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP:W]	W 
RDBECOLIOPC02546	kdtA-coaD	3808540	3810304	forward	2	waaA;coaD		 
RDBECOLIOPC02547	agaR	3277856	3278665	reverse	1	agaR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02548	folX-yfcH	2421325	2422601	forward	2	folX;yfcH	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02549	btsSR	2212243	2214644	reverse	2	btsS;btsR	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02550	ydgC	1681695	1682030	reverse	1	ydgC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02551	yoaE	1900029	1901585	reverse	1	yoaE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02553	yhfZY	3511060	3512344	reverse	2	yhfZ;yhfY	[COMP-AINF:W]	W 
RDBECOLIOPC02554	eamA	1620238	1621137	reverse	1	eamA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02556	yiaWV	3752963	3754428	reverse	2	yiaW;yiaV	[COMP-AINF:W]	W 
RDBECOLIOPC02558	rrsC-gltU-rrlC-rrfC	3941808	3946819	forward	4	rrsC;gltU;rrlC;rrfC	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02560	tolB-pal-ybgF	777740	780389	forward	3	tolB;pal;cpoB	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC02562	gfcA	1049439	1049744	reverse	1	gfcA	[COMP-AINF:W]	W 
RDBECOLIOPC02563	paaABCDEFGHIJK	1453927	1463438	forward	11	paaA;paaB;paaC;paaD;paaE;paaF;paaG;paaH;paaI;paaJ;paaK	[EXP-IEP:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02565	ycgI	1223564	1223907	forward	1	ycgI	[COMP-AINF:W]	W 
RDBECOLIOPC02568	sbcB	2082756	2084183	forward	1	sbcB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02569	talA-tktB	2578666	2581639	forward	2	talA;tktB	[IC:W][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02570	yegTUV	2178821	2182061	forward	3	yegT;yegU;yegV	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]][COMP-AINF:W]	W 
RDBECOLIOPC02571	pmrD	2373272	2373538	reverse	1	pmrD	[COMP-AINF:W]	W 
RDBECOLIOPC02572	yjiR	4570162	4571574	reverse	1	yjiR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02573	ycgJ	1226600	1226968	forward	1	ycgJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02574	yhdU	3412621	3412800	forward	1	yhdU	[COMP-AINF:W]	W 
RDBECOLIOPC02575	bcsEFG	3696458	3699893	forward	3	bcsE;bcsF;bcsG	[COMP-AINF:W]	W 
RDBECOLIOPC02576	cynR	357791	358690	reverse	1	cynR		 
RDBECOLIOPC02577	pyrH	191855	192580	forward	1	pyrH	[COMP-AINF:W]	W 
RDBECOLIOPC02578	rseX	2033649	2033739	forward	1	rseX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-HINF:W]	W 
RDBECOLIOPC02579	nhaAR	17489	19620	forward	2	nhaA;nhaR	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02582	ldtD	981047	982894	forward	1	ldtD	[COMP-AINF:W]	W 
RDBECOLIOPC02584	topA	1331048	1333645	forward	1	topA	[COMP-AINF:W]	W 
RDBECOLIOPC02585	ymfK	1202259	1202933	reverse	1	ymfK	[COMP-AINF:W]	W 
RDBECOLIOPC02586	grcA	2716066	2716449	reverse	1	grcA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02587	ddpXABCDF	1557112	1563076	reverse	6	ddpX;ddpA;ddpB;ddpC;ddpD;ddpF	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02588	aspC	984519	985709	reverse	1	aspC	[COMP-AINF:W]	W 
RDBECOLIOPC02590	plaP	2085704	2087062	reverse	1	plaP	[COMP-AINF:W]	W 
RDBECOLIOPC02592	yjcC	4275471	4277057	forward	1	pdeC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02593	bcr	2278570	2279760	reverse	1	bcr	[COMP-AINF:W]	W 
RDBECOLIOPC02594	elbB-mtgA	3349081	3350459	reverse	2	elbB;mtgA	[COMP-AINF:W]	W 
RDBECOLIOPC02595	ybjD	916473	918131	forward	1	ybjD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02596	ebgAC	3222633	3226171	forward	2	ebgA;ebgC		 
RDBECOLIOPC02597	yhhI	3624378	3625514	forward	1	yhhI	[COMP-AINF:W]	W 
RDBECOLIOPC02600	ytfK	4439587	4439793	forward	1	ytfK	[IC:W]	W 
RDBECOLIOPC02601	ascFB	2839524	2842414	forward	2	ascF;ascB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02602	sdsR-pphA	1922313	1923207	reverse	2	sdsR;pphA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W][IC:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02604	chaBC	1272119	1273202	forward	2	chaB;chaC	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]	W 
RDBECOLIOPC02606	yihV-csqR	4073739	4075454	forward	2	yihV;csqR	[COMP-AINF:W][EXP-IDA:W]	W 
RDBECOLIOPC02609	chiZPQ	708236	710116	forward	3	chiZ;chiP;chiQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02610	gcvR	2599906	2600478	forward	1	gcvR	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]	W 
RDBECOLIOPC02613	htgA	10830	11315	forward	1	mbiA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02615	ynfEFGH-dmsD	1658069	1665120	forward	5	ynfE;ynfF;ynfG;ynfH;dmsD	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02616	oxyR	4158490	4159407	forward	1	oxyR		 
RDBECOLIOPC02618	nrdAB-yfaE	2344865	2348768	forward	3	nrdA;nrdB;yfaE	[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02619	gspCDEFGHIJKLMO	3455578	3466220	forward	12	gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gspO	[COMP-AINF:W]	W 
RDBECOLIOPC02621	aroH	1788435	1789481	forward	1	aroH	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02624	mpl	4455785	4457158	forward	1	mpl		 
RDBECOLIOPC02625	rpsLG-fusA-tufA	3470145	3474552	reverse	4	rpsL;rpsG;fusA;tufA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC:W]	W 
RDBECOLIOPC02626	sgrST-setA	77367	78799	forward	3	sgrS;sgrT;setA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC02627	metR	4011863	4012816	reverse	1	metR		 
RDBECOLIOPC02629	rsd	4196332	4196808	reverse	1	rsd	[COMP-AINF:W]	W 
RDBECOLIOPC02631	rdcAB	4327135	4330238	forward	2	rdcA;rdcB	[COMP-AINF:W]	W 
RDBECOLIOPC02632	hicAB	1509286	1509924	forward	2	hicA;hicB	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02633	rnb	1346978	1348912	reverse	1	rnb	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02636	acnA	1335572	1338506	forward	2	ymiC;acnA	[IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02641	frlABCDR	3499910	3504783	forward	5	frlA;frlB;frlC;frlD;frlR	[EXP-IEP:W][COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02642	argE	4153696	4154847	reverse	1	argE	[COMP-AINF:W]	W 
RDBECOLIOPC02643	adhE	1295446	1298121	reverse	1	adhE	[EXP-TAS:W]	W 
RDBECOLIOPC02649	thrLABC	190	5020	forward	4	thrL;thrA;thrB;thrC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02650	mepS	2269979	2270545	forward	1	mepS	[COMP-AINF:W]	W 
RDBECOLIOPC02652	tyrP	1989681	1990892	forward	1	tyrP	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02654	entS	622300	623550	forward	1	entS		 
RDBECOLIOPC02655	cysK	2532409	2533380	forward	1	cysK	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]	W 
RDBECOLIOPC02656	fliAZY	1999585	2001789	reverse	3	fliA;fliZ;tcyJ	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02657	cmtBA-yggPF-fumE-yggC	3073976	3079330	reverse	6	cmtB;cmtA;yggP;yggF;fumE;yggC	[COMP-AINF:W]	W 
RDBECOLIOPC02658	yciZT	1343597	1344609	reverse	2	yciZ;yciT	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02659	fumAC	1685185	1688377	reverse	2	fumA;fumC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02663	aspX	4366839	4366951	reverse	1	aspX	[EXP-IDA:W]	W 
RDBECOLIOPC02666	stpA	2798091	2798495	reverse	1	stpA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02668	csiE	2665435	2666715	forward	1	csiE		 
RDBECOLIOPC02669	hemA-prfA-prmC	1263714	1266927	forward	3	hemA;prfA;prmC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
